order_product_id,order_id,product_id,quantity,total,currency,last_modified,_change_request_type
2406,240,6,2,1799.98,USD,2025-01-11 14:44:39,u
2408,240,8,4,3999.96,USD,2025-04-23 11:47:44,u
2402,240,2,2,1599.98,USD,2025-02-06 14:44:09,u
249,24,9,2,3599.98,USD,2025-04-22 14:32:21,u
242,24,2,3,2399.97,USD,2025-01-08 13:49:05,u
2412,24,12,1,1299.99,USD,2025-08-04 22:00:52,u
2394,239,4,4,3999.96,USD,2025-07-07 09:26:02,u
2398,239,8,2,1999.98,USD,2025-11-01 19:57:09,u
2399,239,9,3,5399.97,USD,2024-11-23 11:16:59,u
23912,239,12,3,3899.97,USD,2025-09-21 09:35:05,u
23810,238,10,1,799.99,USD,2025-04-19 10:32:40,u
23812,238,12,1,1299.99,USD,2025-06-22 03:01:18,u
2386,238,6,2,1799.98,USD,2025-03-28 13:37:36,u
2381,238,1,2,1399.98,USD,2025-05-05 01:46:32,u
23710,237,10,3,2399.97,USD,2025-03-25 03:44:06,u
2373,237,3,2,1599.98,USD,2025-05-19 16:29:05,u
2368,236,8,1,999.99,USD,2025-05-09 21:50:17,u
23612,236,12,4,5199.96,USD,2025-01-23 05:55:23,u
23613,236,13,3,2999.97,USD,2024-11-24 09:44:06,u
2357,235,7,2,1399.98,USD,2024-12-08 16:56:48,u
2347,234,7,1,699.99,USD,2025-02-16 20:25:20,u
2344,234,4,2,1999.98,USD,2025-06-29 14:30:13,u
2337,233,7,1,699.99,USD,2025-04-08 11:25:38,u
23312,233,12,3,3899.97,USD,2025-08-15 11:02:55,u
23313,233,13,4,3999.96,USD,2025-07-08 11:20:46,u
23210,232,10,1,799.99,USD,2025-01-22 15:31:35,u
2323,232,3,3,2399.97,USD,2025-09-12 11:32:59,u
2322,232,2,2,1599.98,USD,2025-06-17 14:16:59,u
2314,231,4,2,1999.98,USD,2024-11-14 17:03:34,u
2315,231,5,1,599.99,USD,2025-06-11 00:21:18,u
2318,231,8,2,1999.98,USD,2025-02-03 15:12:24,u
23012,230,12,1,1299.99,USD,2024-11-19 01:22:43,u
2309,230,9,2,3599.98,USD,2025-10-04 12:43:53,u
237,23,7,2,1399.98,USD,2025-03-11 21:16:03,u
2310,23,10,1,799.99,USD,2025-01-17 17:50:36,u
2299,229,9,2,3599.98,USD,2025-03-29 06:15:55,u
22913,229,13,1,999.99,USD,2025-03-25 04:25:23,u
2282,228,2,1,799.99,USD,2024-11-30 18:05:04,u
22813,228,13,1,999.99,USD,2025-11-04 04:16:15,u
2281,228,1,1,699.99,USD,2025-04-30 00:36:04,u
22710,227,10,2,1599.98,USD,2025-01-11 12:20:34,u
22712,227,12,2,2599.98,USD,2025-07-04 04:54:19,u
2269,226,9,3,5399.97,USD,2025-07-16 08:39:27,u
22613,226,13,2,1999.98,USD,2025-08-19 19:29:41,u
2268,226,8,2,1999.98,USD,2025-03-12 14:21:28,u
22514,225,14,3,5399.97,USD,2025-08-06 00:46:19,u
22512,225,12,1,1299.99,USD,2025-04-10 03:18:49,u
2259,225,9,2,3599.98,USD,2025-05-25 16:08:48,u
22511,225,11,1,999.99,USD,2025-04-22 13:34:37,u
2256,225,6,1,899.99,USD,2025-01-19 13:33:01,u
22412,224,12,3,3899.97,USD,2025-03-11 15:05:40,u
22410,224,10,2,1599.98,USD,2025-09-26 14:31:07,u
2245,224,5,2,1199.98,USD,2025-10-29 12:16:17,u
2234,223,4,1,999.99,USD,2024-12-13 14:33:09,u
22314,223,14,3,5399.97,USD,2025-04-01 00:38:08,u
2233,223,3,2,1599.98,USD,2025-01-13 06:26:25,u
2237,223,7,1,699.99,USD,2024-12-04 11:13:18,u
2223,222,3,3,2399.97,USD,2025-01-11 15:10:05,u
2224,222,4,2,1999.98,USD,2025-05-07 19:07:45,u
2228,222,8,3,2999.97,USD,2024-11-24 05:24:48,u
2229,222,9,1,1799.99,USD,2025-02-06 05:58:32,u
22110,221,10,3,2399.97,USD,2025-05-31 08:31:00,u
22112,221,12,2,2599.98,USD,2025-07-08 15:20:31,u
2216,221,6,2,1799.98,USD,2025-05-17 14:36:26,u
22011,220,11,2,1999.98,USD,2025-02-19 07:26:43,u
2204,220,4,1,999.99,USD,2025-03-07 13:23:32,u
2209,220,9,2,3599.98,USD,2024-12-07 08:53:32,u
22012,220,12,4,5199.96,USD,2025-02-22 23:01:45,u
226,22,6,3,2699.97,USD,2024-12-14 19:15:52,u
228,22,8,1,999.99,USD,2025-10-08 07:38:05,u
2212,22,12,1,1299.99,USD,2025-01-14 16:14:14,u
2213,22,13,1,999.99,USD,2025-06-03 21:30:12,u
225,22,5,3,1799.97,USD,2025-04-24 03:04:44,u
21913,219,13,3,2999.97,USD,2025-08-31 17:21:17,u
2198,219,8,1,999.99,USD,2025-02-27 18:09:51,u
2187,218,7,2,1399.98,USD,2025-03-05 21:33:31,u
21810,218,10,1,799.99,USD,2025-05-26 03:42:54,u
2178,217,8,1,999.99,USD,2025-01-09 19:05:22,u
2177,217,7,1,699.99,USD,2025-11-01 00:40:00,u
21710,217,10,2,1599.98,USD,2025-08-03 02:24:16,u
21612,216,12,1,1299.99,USD,2025-03-23 13:31:36,u
21613,216,13,1,999.99,USD,2025-06-17 00:07:36,u
2163,216,3,2,1599.98,USD,2025-02-19 23:21:26,u
2155,215,5,2,1199.98,USD,2025-05-08 09:33:48,u
2159,215,9,2,3599.98,USD,2025-09-21 03:27:00,u
2143,214,3,1,799.99,USD,2025-09-16 23:51:18,u
2141,214,1,1,699.99,USD,2025-06-27 10:25:31,u
2148,214,8,1,999.99,USD,2025-09-15 03:19:06,u
21313,213,13,1,999.99,USD,2025-08-11 17:15:28,u
2135,213,5,3,1799.97,USD,2025-03-06 19:21:28,u
2125,212,5,1,599.99,USD,2025-08-08 23:23:41,u
2122,212,2,1,799.99,USD,2025-04-15 05:18:12,u
2123,212,3,2,1599.98,USD,2025-08-27 08:48:05,u
21112,211,12,1,1299.99,USD,2024-11-22 16:49:28,u
21110,211,10,3,2399.97,USD,2025-03-15 23:40:19,u
2112,211,2,3,2399.97,USD,2025-06-11 11:50:27,u
2116,211,6,1,899.99,USD,2025-07-05 06:03:47,u
2104,210,4,2,1999.98,USD,2025-11-01 21:59:08,u
21014,210,14,1,1799.99,USD,2025-10-21 08:32:00,u
217,21,7,2,1399.98,USD,2025-05-05 21:54:16,u
214,21,4,2,1999.98,USD,2025-01-26 12:19:54,u
215,21,5,2,1199.98,USD,2025-10-29 10:28:59,u
2093,209,3,2,1599.98,USD,2025-08-29 01:23:59,u
2099,209,9,2,3599.98,USD,2025-08-29 05:02:57,u
20910,209,10,4,3199.96,USD,2025-07-28 19:17:19,u
2094,209,4,2,1999.98,USD,2025-08-17 11:26:46,u
20811,208,11,3,2999.97,USD,2025-03-08 04:15:18,u
2083,208,3,3,2399.97,USD,2024-11-15 21:58:12,u
2089,208,9,2,3599.98,USD,2025-07-16 20:45:39,u
20713,207,13,3,2999.97,USD,2025-03-11 13:05:49,u
20711,207,11,2,1999.98,USD,2025-06-17 12:22:29,u
2069,206,9,3,5399.97,USD,2025-03-16 17:22:13,u
2062,206,2,1,799.99,USD,2024-12-23 12:01:05,u
20613,206,13,2,1999.98,USD,2025-05-08 13:50:13,u
2057,205,7,2,1399.98,USD,2025-10-26 22:54:32,u
2054,205,4,2,1999.98,USD,2025-06-05 18:33:59,u
2058,205,8,4,3999.96,USD,2024-12-14 06:06:40,u
20510,205,10,3,2399.97,USD,2025-07-10 21:04:52,u
2051,205,1,3,2099.97,USD,2024-11-18 21:07:31,u
2047,204,7,3,2099.97,USD,2025-09-24 21:06:01,u
20413,204,13,3,2999.97,USD,2025-04-08 05:32:00,u
2044,204,4,3,2999.97,USD,2025-10-26 13:49:31,u
2048,204,8,2,1999.98,USD,2025-01-06 21:19:57,u
20414,204,14,1,1799.99,USD,2025-07-29 21:56:24,u
2042,204,2,3,2399.97,USD,2025-03-03 05:12:04,u
2035,203,5,1,599.99,USD,2025-01-29 21:55:09,u
20314,203,14,2,3599.98,USD,2025-04-01 11:46:19,u
2037,203,7,2,1399.98,USD,2025-06-02 23:51:58,u
2033,203,3,1,799.99,USD,2025-08-13 15:47:16,u
20213,202,13,2,1999.98,USD,2025-07-26 07:38:16,u
2021,202,1,3,2099.97,USD,2025-03-23 01:11:22,u
20210,202,10,2,1599.98,USD,2025-01-13 05:53:33,u
20214,202,14,1,1799.99,USD,2025-11-10 22:49:43,u
20111,201,11,2,1999.98,USD,2025-05-24 02:45:27,u
2013,201,3,1,799.99,USD,2025-07-24 17:56:53,u
20013,200,13,3,2999.97,USD,2025-10-17 17:10:38,u
2001,200,1,2,1399.98,USD,2025-01-06 12:46:26,u
208,20,8,2,1999.98,USD,2025-07-04 04:08:31,u
207,20,7,1,699.99,USD,2025-05-12 20:00:53,u
213,2,13,4,3999.96,USD,2025-10-31 13:11:20,u
23,2,3,2,1599.98,USD,2025-05-04 18:12:26,u
1998,199,8,3,2999.97,USD,2024-12-14 17:24:46,u
19910,199,10,1,799.99,USD,2025-03-31 22:32:32,u
1991,199,1,3,2099.97,USD,2025-06-24 15:46:00,u
1988,198,8,1,999.99,USD,2025-08-08 11:28:40,u
19812,198,12,1,1299.99,USD,2025-05-04 00:24:41,u
19813,198,13,2,1999.98,USD,2025-02-10 12:09:37,u
19711,197,11,2,1999.98,USD,2025-02-09 17:53:43,u
19713,197,13,2,1999.98,USD,2025-10-17 04:48:39,u
19714,197,14,3,5399.97,USD,2024-12-02 08:48:22,u
1966,196,6,1,899.99,USD,2025-07-16 17:06:48,u
1968,196,8,1,999.99,USD,2025-05-15 05:41:05,u
19612,196,12,4,5199.96,USD,2025-11-11 13:04:36,u
19514,195,14,2,3599.98,USD,2025-08-09 20:50:24,u
1952,195,2,2,1599.98,USD,2025-05-13 10:56:54,u
1957,195,7,3,2099.97,USD,2025-07-17 17:56:15,u
1942,194,2,1,799.99,USD,2025-01-21 12:47:17,u
1947,194,7,1,699.99,USD,2025-01-12 18:24:31,u
19412,194,12,2,2599.98,USD,2025-09-02 07:37:00,u
1941,194,1,2,1399.98,USD,2025-05-28 13:45:44,u
1946,194,6,3,2699.97,USD,2024-12-30 16:44:14,u
1934,193,4,2,1999.98,USD,2025-10-07 21:12:34,u
19314,193,14,1,1799.99,USD,2025-11-11 17:20:15,u
1925,192,5,2,1199.98,USD,2025-11-05 16:08:23,u
19211,192,11,3,2999.97,USD,2025-01-03 16:40:43,u
1922,192,2,1,799.99,USD,2025-03-29 07:24:57,u
19210,192,10,3,2399.97,USD,2025-07-21 23:30:44,u
19114,191,14,2,3599.98,USD,2025-11-05 02:27:58,u
1917,191,7,3,2099.97,USD,2025-04-22 14:51:07,u
19014,190,14,3,5399.97,USD,2025-08-10 22:24:19,u
1903,190,3,2,1599.98,USD,2025-10-13 00:43:29,u
1914,19,14,4,7199.96,USD,2025-05-12 16:52:34,u
196,19,6,2,1799.98,USD,2025-08-26 16:05:38,u
195,19,5,2,1199.98,USD,2025-02-11 11:41:50,u
1896,189,6,3,2699.97,USD,2025-11-09 15:55:24,u
1893,189,3,1,799.99,USD,2025-05-02 13:57:28,u
1891,189,1,1,699.99,USD,2025-04-07 12:56:31,u
1898,189,8,3,2999.97,USD,2025-09-15 00:37:10,u
18811,188,11,2,1999.98,USD,2025-06-25 12:40:14,u
1884,188,4,1,999.99,USD,2025-05-17 08:00:30,u
18814,188,14,4,7199.96,USD,2025-09-26 05:49:22,u
18813,188,13,2,1999.98,USD,2025-05-05 14:34:37,u
18712,187,12,2,2599.98,USD,2025-10-19 04:15:11,u
18710,187,10,2,1599.98,USD,2025-03-17 12:29:06,u
1875,187,5,3,1799.97,USD,2024-12-10 18:36:49,u
1866,186,6,2,1799.98,USD,2025-05-10 10:03:56,u
1861,186,1,2,1399.98,USD,2025-09-12 05:08:48,u
1865,186,5,2,1199.98,USD,2025-11-12 19:22:03,u
1859,185,9,4,7199.96,USD,2025-02-19 19:39:20,u
18510,185,10,4,3199.96,USD,2025-05-05 03:36:49,u
1857,185,7,2,1399.98,USD,2025-03-30 20:31:01,u
1854,185,4,1,999.99,USD,2025-08-21 16:42:02,u
1843,184,3,3,2399.97,USD,2025-06-05 18:02:24,u
1848,184,8,2,1999.98,USD,2025-05-13 05:05:58,u
1842,184,2,2,1599.98,USD,2025-02-17 08:34:26,u
18310,183,10,4,3199.96,USD,2025-06-19 08:38:39,u
1833,183,3,2,1599.98,USD,2025-04-11 14:34:59,u
1834,183,4,3,2999.97,USD,2025-01-26 08:04:05,u
1831,183,1,1,699.99,USD,2025-04-26 11:47:49,u
18213,182,13,1,999.99,USD,2025-03-25 19:12:29,u
1825,182,5,2,1199.98,USD,2024-11-24 16:03:40,u
1811,181,1,4,2799.96,USD,2025-09-15 23:15:18,u
1818,181,8,1,999.99,USD,2025-02-19 11:05:59,u
18114,181,14,2,3599.98,USD,2025-10-04 03:54:14,u
1803,180,3,1,799.99,USD,2025-11-10 03:45:40,u
1801,180,1,3,2099.97,USD,2025-04-10 14:56:41,u
18011,180,11,2,1999.98,USD,2025-07-05 18:52:55,u
1811,18,11,2,1999.98,USD,2025-10-11 18:53:19,u
1812,18,12,2,2599.98,USD,2025-09-26 03:13:45,u
181,18,1,1,699.99,USD,2025-01-04 21:53:16,u
1814,18,14,3,5399.97,USD,2025-07-07 04:10:36,u
1792,179,2,2,1599.98,USD,2025-09-20 00:42:06,u
1799,179,9,1,1799.99,USD,2025-04-12 05:04:48,u
1797,179,7,2,1399.98,USD,2025-07-12 03:38:25,u
17813,178,13,2,1999.98,USD,2025-01-28 02:48:18,u
1786,178,6,1,899.99,USD,2025-11-05 02:52:45,u
17713,177,13,2,1999.98,USD,2025-06-23 23:44:31,u
1771,177,1,2,1399.98,USD,2025-07-20 18:45:55,u
17710,177,10,1,799.99,USD,2025-08-31 21:56:19,u
17714,177,14,3,5399.97,USD,2025-10-17 04:41:43,u
1764,176,4,1,999.99,USD,2025-05-17 04:44:57,u
1765,176,5,3,1799.97,USD,2025-03-05 10:10:09,u
1762,176,2,4,3199.96,USD,2025-02-17 07:33:37,u
1763,176,3,2,1599.98,USD,2025-09-04 06:42:11,u
1759,175,9,2,3599.98,USD,2025-03-12 02:40:34,u
17510,175,10,4,3199.96,USD,2025-07-21 07:37:39,u
1754,175,4,2,1999.98,USD,2025-02-14 04:49:14,u
17410,174,10,3,2399.97,USD,2024-11-27 21:32:33,u
1741,174,1,1,699.99,USD,2025-04-18 15:00:53,u
17314,173,14,3,5399.97,USD,2025-05-27 14:06:42,u
17313,173,13,2,1999.98,USD,2025-10-28 11:25:27,u
1736,173,6,2,1799.98,USD,2025-10-19 16:54:26,u
17212,172,12,3,3899.97,USD,2025-03-28 21:21:36,u
1717,171,7,3,2099.97,USD,2025-05-11 18:50:50,u
1716,171,6,2,1799.98,USD,2025-08-03 06:59:04,u
1702,170,2,2,1599.98,USD,2025-07-23 11:36:34,u
1707,170,7,1,699.99,USD,2025-07-30 18:11:20,u
17012,170,12,3,3899.97,USD,2025-06-22 09:38:50,u
178,17,8,3,2999.97,USD,2025-06-15 04:35:07,u
1714,17,14,1,1799.99,USD,2025-11-06 13:21:43,u
1710,17,10,3,2399.97,USD,2025-05-27 00:03:37,u
173,17,3,2,1599.98,USD,2025-02-20 12:38:17,u
16910,169,10,1,799.99,USD,2025-11-05 19:16:26,u
1695,169,5,3,1799.97,USD,2025-09-05 14:14:01,u
1693,169,3,1,799.99,USD,2025-09-18 15:55:02,u
16813,168,13,1,999.99,USD,2025-08-12 04:27:23,u
1683,168,3,2,1599.98,USD,2025-04-21 08:36:51,u
16713,167,13,2,1999.98,USD,2025-11-12 14:54:30,u
16710,167,10,3,2399.97,USD,2025-04-07 15:55:49,u
1675,167,5,4,2399.96,USD,2025-02-16 07:44:20,u
16614,166,14,2,3599.98,USD,2025-06-16 23:00:23,u
16610,166,10,2,1599.98,USD,2024-11-27 18:56:58,u
1663,166,3,2,1599.98,USD,2025-09-12 07:52:18,u
1662,166,2,3,2399.97,USD,2025-01-05 06:54:37,u
1654,165,4,2,1999.98,USD,2024-12-28 18:21:27,u
1651,165,1,3,2099.97,USD,2025-09-10 08:58:46,u
1648,164,8,3,2999.97,USD,2025-02-11 21:58:42,u
16414,164,14,4,7199.96,USD,2025-09-21 01:00:32,u
1635,163,5,3,1799.97,USD,2025-08-17 06:06:05,u
16314,163,14,3,5399.97,USD,2025-04-21 09:51:58,u
1626,162,6,2,1799.98,USD,2025-04-28 03:58:02,u
1625,162,5,1,599.99,USD,2025-04-07 13:20:02,u
16211,162,11,3,2999.97,USD,2025-10-16 03:41:30,u
1623,162,3,1,799.99,USD,2025-01-07 23:50:08,u
1611,161,1,3,2099.97,USD,2025-02-10 16:45:46,u
1615,161,5,1,599.99,USD,2025-04-12 20:42:46,u
1602,160,2,1,799.99,USD,2025-09-26 17:32:06,u
1603,160,3,2,1599.98,USD,2025-08-12 15:27:20,u
165,16,5,3,1799.97,USD,2024-11-26 09:03:41,u
162,16,2,2,1599.98,USD,2025-03-04 23:53:01,u
161,16,1,2,1399.98,USD,2025-01-29 18:37:47,u
1596,159,6,1,899.99,USD,2024-11-18 13:06:33,u
15913,159,13,4,3999.96,USD,2025-09-27 06:48:29,u
1594,159,4,3,2999.97,USD,2025-06-21 07:09:18,u
1595,159,5,2,1199.98,USD,2025-09-16 05:00:24,u
15810,158,10,2,1599.98,USD,2025-05-17 20:10:37,u
1581,158,1,2,1399.98,USD,2024-12-17 07:24:39,u
15814,158,14,2,3599.98,USD,2025-02-15 04:07:52,u
1579,157,9,1,1799.99,USD,2025-08-17 08:03:44,u
15712,157,12,2,2599.98,USD,2025-05-23 05:02:18,u
1571,157,1,4,2799.96,USD,2024-11-18 10:13:48,u
15610,156,10,3,2399.97,USD,2025-08-26 09:54:00,u
15614,156,14,1,1799.99,USD,2025-04-28 04:39:32,u
1563,156,3,3,2399.97,USD,2025-09-04 21:48:27,u
1556,155,6,2,1799.98,USD,2025-02-28 18:38:33,u
1551,155,1,2,1399.98,USD,2024-11-25 23:42:19,u
1559,155,9,2,3599.98,USD,2024-12-30 14:02:21,u
15412,154,12,1,1299.99,USD,2025-07-27 05:41:29,u
1544,154,4,2,1999.98,USD,2024-11-14 06:10:45,u
1545,154,5,3,1799.97,USD,2025-03-11 23:00:31,u
1548,154,8,2,1999.98,USD,2025-10-04 08:22:32,u
1538,153,8,1,999.99,USD,2024-12-25 01:02:18,u
15314,153,14,2,3599.98,USD,2025-06-08 00:13:26,u
15310,153,10,2,1599.98,USD,2025-03-14 19:55:03,u
1533,153,3,3,2399.97,USD,2025-02-15 12:33:36,u
1529,152,9,1,1799.99,USD,2025-07-02 18:54:34,u
15210,152,10,1,799.99,USD,2025-06-12 20:05:24,u
1527,152,7,1,699.99,USD,2024-11-17 03:31:31,u
1524,152,4,3,2999.97,USD,2025-10-20 14:19:23,u
1518,151,8,1,999.99,USD,2025-06-20 07:13:07,u
15114,151,14,2,3599.98,USD,2025-08-17 07:31:57,u
15110,151,10,3,2399.97,USD,2025-06-18 15:22:37,u
15011,150,11,1,999.99,USD,2025-07-08 15:41:02,u
15012,150,12,2,2599.98,USD,2025-10-08 03:32:08,u
1504,150,4,1,999.99,USD,2025-02-03 17:20:18,u
1505,150,5,2,1199.98,USD,2025-05-20 11:32:00,u
1510,15,10,2,1599.98,USD,2025-10-25 05:23:26,u
157,15,7,1,699.99,USD,2025-07-11 09:15:51,u
1495,149,5,2,1199.98,USD,2025-01-12 04:56:19,u
1493,149,3,2,1599.98,USD,2025-11-05 15:43:38,u
1482,148,2,1,799.99,USD,2025-08-20 21:49:02,u
14812,148,12,4,5199.96,USD,2025-09-12 07:38:13,u
14813,148,13,2,1999.98,USD,2024-12-13 11:13:47,u
1479,147,9,3,5399.97,USD,2025-03-31 03:04:10,u
14710,147,10,2,1599.98,USD,2025-08-26 20:54:25,u
1461,146,1,2,1399.98,USD,2025-06-08 16:13:11,u
14614,146,14,3,5399.97,USD,2025-09-30 06:22:55,u
14613,146,13,2,1999.98,USD,2025-09-20 15:19:49,u
1451,145,1,2,1399.98,USD,2025-07-19 07:49:06,u
14414,144,14,1,1799.99,USD,2025-10-15 03:10:53,u
1443,144,3,3,2399.97,USD,2025-02-10 05:08:28,u
1447,144,7,3,2099.97,USD,2025-11-04 19:57:24,u
1432,143,2,4,3199.96,USD,2025-02-02 17:23:49,u
1434,143,4,1,999.99,USD,2025-11-06 05:45:59,u
1438,143,8,2,1999.98,USD,2025-10-29 01:12:58,u
1425,142,5,3,1799.97,USD,2025-06-01 12:26:20,u
1412,141,2,2,1599.98,USD,2025-11-05 23:35:40,u
14113,141,13,3,2999.97,USD,2025-08-17 08:12:43,u
1405,140,5,3,1799.97,USD,2025-01-09 09:13:29,u
1409,140,9,3,5399.97,USD,2025-02-10 13:50:06,u
1402,140,2,4,3199.96,USD,2025-10-04 03:36:46,u
1413,14,13,2,1999.98,USD,2025-02-13 06:51:01,u
145,14,5,4,2399.96,USD,2025-11-07 01:39:51,u
1414,14,14,2,3599.98,USD,2025-04-25 11:39:50,u
146,14,6,1,899.99,USD,2025-08-17 18:47:24,u
1392,139,2,1,799.99,USD,2025-04-22 03:52:29,u
13912,139,12,3,3899.97,USD,2025-02-12 23:57:34,u
13913,139,13,1,999.99,USD,2025-01-22 15:53:49,u
1393,139,3,4,3199.96,USD,2025-04-09 03:52:23,u
13813,138,13,3,2999.97,USD,2025-07-28 02:39:50,u
1388,138,8,2,1999.98,USD,2025-07-14 09:32:00,u
13810,138,10,3,2399.97,USD,2025-07-22 10:24:13,u
1374,137,4,2,1999.98,USD,2025-03-19 10:17:43,u
1378,137,8,1,999.99,USD,2025-01-14 03:05:32,u
13612,136,12,2,2599.98,USD,2025-07-15 14:42:53,u
1366,136,6,3,2699.97,USD,2024-11-17 13:06:00,u
1357,135,7,2,1399.98,USD,2024-11-23 13:40:48,u
1353,135,3,1,799.99,USD,2025-02-01 18:30:07,u
1344,134,4,1,999.99,USD,2025-08-21 00:43:34,u
1345,134,5,1,599.99,USD,2025-01-16 22:08:04,u
1342,134,2,2,1599.98,USD,2025-11-10 07:30:09,u
1343,134,3,2,1599.98,USD,2024-12-18 08:22:26,u
13312,133,12,3,3899.97,USD,2025-01-11 20:34:49,u
1335,133,5,2,1199.98,USD,2025-03-18 20:47:56,u
1323,132,3,1,799.99,USD,2025-06-16 18:31:29,u
1328,132,8,3,2999.97,USD,2025-07-26 10:18:57,u
1327,132,7,1,699.99,USD,2025-08-02 09:43:06,u
13210,132,10,1,799.99,USD,2024-12-13 12:32:23,u
1313,131,3,1,799.99,USD,2025-07-18 03:37:07,u
1316,131,6,3,2699.97,USD,2024-12-16 13:56:56,u
1318,131,8,1,999.99,USD,2025-07-21 22:50:31,u
1306,130,6,4,3599.96,USD,2025-02-28 23:08:25,u
1308,130,8,1,999.99,USD,2025-10-31 12:48:20,u
13012,130,12,1,1299.99,USD,2024-11-13 15:25:47,u
13013,130,13,1,999.99,USD,2025-04-28 17:31:50,u
1305,130,5,2,1199.98,USD,2025-09-01 22:26:06,u
1311,13,11,3,2999.97,USD,2025-06-03 20:08:53,u
1310,13,10,2,1599.98,USD,2025-04-09 21:11:04,u
136,13,6,2,1799.98,USD,2025-05-11 12:45:02,u
1298,129,8,2,1999.98,USD,2024-12-13 03:11:07,u
1288,128,8,3,2999.97,USD,2025-08-24 21:50:47,u
12814,128,14,1,1799.99,USD,2025-04-21 09:08:11,u
1282,128,2,3,2399.97,USD,2025-10-03 22:40:28,u
1272,127,2,1,799.99,USD,2025-07-19 18:35:57,u
12712,127,12,2,2599.98,USD,2025-06-17 17:59:15,u
1274,127,4,1,999.99,USD,2025-07-01 22:15:27,u
1262,126,2,1,799.99,USD,2025-02-06 02:44:41,u
12613,126,13,2,1999.98,USD,2025-08-16 06:14:51,u
1255,125,5,3,1799.97,USD,2024-11-22 12:04:58,u
1248,124,8,1,999.99,USD,2025-04-30 20:10:43,u
12412,124,12,3,3899.97,USD,2025-06-08 05:35:15,u
1233,123,3,2,1599.98,USD,2025-03-28 03:07:13,u
1237,123,7,3,2099.97,USD,2025-03-24 14:46:25,u
12214,122,14,3,5399.97,USD,2025-08-17 05:17:12,u
12212,122,12,2,2599.98,USD,2025-11-10 03:53:41,u
1229,122,9,3,5399.97,USD,2025-01-09 21:02:11,u
12211,122,11,1,999.99,USD,2025-02-23 03:10:08,u
1218,121,8,3,2999.97,USD,2025-09-01 03:14:38,u
12114,121,14,1,1799.99,USD,2025-10-20 09:43:15,u
1212,121,2,2,1599.98,USD,2025-01-17 09:36:46,u
1216,121,6,2,1799.98,USD,2025-10-12 21:16:23,u
1206,120,6,2,1799.98,USD,2025-08-22 23:41:53,u
1208,120,8,2,1999.98,USD,2025-04-06 04:48:59,u
1207,120,7,2,1399.98,USD,2025-06-06 04:42:41,u
122,12,2,2,1599.98,USD,2025-10-23 01:06:45,u
129,12,9,2,3599.98,USD,2025-11-05 03:13:03,u
127,12,7,2,1399.98,USD,2025-09-14 00:22:55,u
124,12,4,3,2999.97,USD,2025-05-26 06:19:19,u
11910,119,10,3,2399.97,USD,2025-04-22 06:23:25,u
11914,119,14,1,1799.99,USD,2025-10-18 20:04:47,u
11813,118,13,1,999.99,USD,2025-09-04 21:22:05,u
11811,118,11,3,2999.97,USD,2025-04-20 11:30:33,u
1186,118,6,3,2699.97,USD,2025-03-27 10:50:29,u
1182,118,2,1,799.99,USD,2025-09-25 17:52:53,u
1181,118,1,3,2099.97,USD,2025-04-21 01:19:42,u
11714,117,14,3,5399.97,USD,2025-03-11 13:55:13,u
11711,117,11,2,1999.98,USD,2025-07-08 20:03:04,u
11712,117,12,2,2599.98,USD,2025-06-16 22:49:21,u
1176,117,6,2,1799.98,USD,2025-05-11 08:00:46,u
1162,116,2,3,2399.97,USD,2024-12-30 13:37:25,u
11612,116,12,3,3899.97,USD,2025-08-31 09:20:31,u
11613,116,13,2,1999.98,USD,2025-05-30 00:52:48,u
1163,116,3,2,1599.98,USD,2025-10-31 10:18:58,u
1156,115,6,3,2699.97,USD,2025-08-01 21:39:03,u
1155,115,5,2,1199.98,USD,2024-12-08 23:41:30,u
1159,115,9,1,1799.99,USD,2025-02-04 04:02:18,u
1143,114,3,2,1599.98,USD,2025-01-11 01:29:00,u
1149,114,9,2,3599.98,USD,2025-03-21 14:49:11,u
1139,113,9,2,3599.98,USD,2025-01-28 12:41:10,u
11312,113,12,1,1299.99,USD,2025-01-29 04:44:57,u
11210,112,10,3,2399.97,USD,2025-10-06 22:04:19,u
1127,112,7,2,1399.98,USD,2025-05-27 20:54:45,u
1124,112,4,3,2999.97,USD,2025-10-08 07:06:10,u
1118,111,8,2,1999.98,USD,2025-03-30 22:10:31,u
11114,111,14,1,1799.99,USD,2024-11-30 06:08:04,u
1112,111,2,1,799.99,USD,2025-09-24 21:47:26,u
1116,111,6,1,899.99,USD,2025-06-24 01:46:07,u
1111,111,1,1,699.99,USD,2025-07-13 21:41:32,u
1109,110,9,1,1799.99,USD,2025-06-04 22:47:27,u
11011,110,11,1,999.99,USD,2025-01-18 02:58:15,u
1111,11,11,4,3999.96,USD,2024-12-31 08:32:23,u
1112,11,12,4,5199.96,USD,2025-09-18 23:57:07,u
111,11,1,2,1399.98,USD,2025-01-31 11:24:03,u
1114,11,14,1,1799.99,USD,2024-12-09 12:18:02,u
1113,11,13,3,2999.97,USD,2025-11-12 05:49:19,u
1097,109,7,3,2099.97,USD,2025-09-20 10:54:24,u
10913,109,13,2,1999.98,USD,2025-10-30 04:10:24,u
1091,109,1,4,2799.96,USD,2025-05-03 18:58:04,u
1087,108,7,2,1399.98,USD,2025-01-04 07:55:32,u
1086,108,6,1,899.99,USD,2024-11-16 04:48:29,u
